Date,Open,High,Low,Close,Adj Close,Volume
2023-04-13,27952.580078,28163.869141,27952.009766,28156.970703,28156.970703,59900000
2023-04-14,28321.539063,28515.509766,28282.820313,28493.470703,28493.470703,72900000
2023-04-17,28537.990234,28599.750000,28414.980469,28514.779297,28514.779297,58000000
2023-04-18,28567.539063,28698.220703,28520.759766,28658.830078,28658.830078,62300000
2023-04-19,28619.839844,28677.220703,28531.539063,28606.759766,28606.759766,58000000
2023-04-20,28472.000000,28694.250000,28442.449219,28657.570313,28657.570313,56700000
2023-04-21,28590.550781,28778.369141,28527.800781,28564.369141,28564.369141,61400000
2023-04-24,28631.779297,28680.650391,28567.240234,28593.519531,28593.519531,50000000
2023-04-25,28697.730469,28806.689453,28609.769531,28620.070313,28620.070313,59300000
2023-04-26,28478.519531,28551.609375,28319.769531,28416.470703,28416.470703,68700000
2023-04-27,28340.589844,28459.730469,28241.669922,28457.679688,28457.679688,73600000
2023-04-28,28705.910156,28879.240234,28499.509766,28856.439453,28856.439453,104000000
2023-05-01,29058.050781,29145.890625,29016.830078,29123.179688,29123.179688,73400000
2023-05-02,29278.800781,29278.800781,29083.130859,29157.949219,29157.949219,63900000
2023-05-08,29095.460938,29144.119141,28931.810547,28949.880859,28949.880859,74100000
2023-05-09,29020.630859,29262.359375,29020.630859,29242.820313,29242.820313,86400000
2023-05-10,29189.410156,29195.160156,29070.109375,29122.179688,29122.179688,87300000
2023-05-11,29110.789063,29165.589844,29028.710938,29126.720703,29126.720703,82200000
2023-05-12,29199.300781,29426.060547,29141.519531,29388.300781,29388.300781,106100000
2023-05-15,29547.039063,29629.470703,29475.970703,29626.339844,29626.339844,88600000
2023-05-16,29838.009766,29916.560547,29779.070313,29842.990234,29842.990234,107400000
2023-05-17,29912.439453,30115.320313,29912.439453,30093.589844,30093.589844,93100000
2023-05-18,30432.539063,30667.130859,30381.900391,30573.929688,30573.929688,90500000
2023-05-19,30847.359375,30924.570313,30679.160156,30808.349609,30808.349609,80500000
2023-05-22,30735.710938,31086.820313,30689.269531,31086.820313,31086.820313,75400000
2023-05-23,31245.720703,31352.529297,30828.730469,30957.769531,30957.769531,92200000
2023-05-24,30728.689453,30856.919922,30566.830078,30682.679688,30682.679688,81700000
2023-05-25,30599.269531,30889.980469,30558.140625,30801.130859,30801.130859,84000000
2023-05-26,30909.609375,31101.599609,30864.490234,30916.310547,30916.310547,78300000
2023-05-29,31388.009766,31560.429688,31164.000000,31233.539063,31233.539063,78300000
2023-05-30,31196.240234,31374.830078,31064.189453,31328.160156,31328.160156,71800000
2023-05-31,31057.089844,31142.779297,30785.980469,30887.880859,30887.880859,184600000
2023-06-01,30886.009766,31185.050781,30853.439453,31148.009766,31148.009766,95100000
2023-06-02,31300.720703,31555.539063,31257.009766,31524.220703,31524.220703,90700000
2023-06-05,31864.119141,32217.429688,31798.720703,32217.429688,32217.429688,98800000
2023-06-06,31988.369141,32534.470703,31933.869141,32506.779297,32506.779297,82500000
2023-06-07,32618.779297,32708.529297,31913.740234,31913.740234,31913.740234,111900000
2023-06-08,31877.789063,32035.949219,31420.449219,31641.269531,31641.269531,86000000
2023-06-09,31927.380859,32304.039063,31898.750000,32265.169922,32265.169922,101500000
2023-06-12,32412.119141,32517.679688,32280.539063,32434.000000,32434.000000,68700000
2023-06-13,32668.949219,33127.359375,32638.210938,33018.648438,33018.648438,89500000
2023-06-14,33331.468750,33665.519531,33203.949219,33502.421875,33502.421875,111600000
2023-06-15,33493.691406,33767.128906,33386.011719,33485.488281,33485.488281,105800000
2023-06-16,33399.148438,33772.761719,33186.929688,33706.078125,33706.078125,132000000
2023-06-19,33768.691406,33772.890625,33231.558594,33370.421875,33370.421875,82900000
2023-06-20,33269.570313,33474.738281,33089.019531,33388.910156,33388.910156,82400000
2023-06-21,33200.628906,33657.871094,33154.679688,33575.140625,33575.140625,82000000
2023-06-22,33438.011719,33641.460938,33232.191406,33264.878906,33264.878906,94700000
2023-06-23,33458.351563,33533.468750,32575.560547,32781.539063,32781.539063,103600000
2023-06-26,32647.080078,32884.730469,32392.720703,32698.810547,32698.810547,74100000
2023-06-27,32629.960938,32689.099609,32306.990234,32538.330078,32538.330078,79600000
2023-06-28,32807.839844,33193.988281,32642.869141,33193.988281,33193.988281,91100000
2023-06-29,33306.839844,33527.980469,33185.199219,33234.140625,33234.140625,117900000
2023-06-30,33068.359375,33232.890625,32918.769531,33189.039063,33189.039063,111300000
2023-07-03,33517.601563,33762.808594,33510.550781,33753.328125,33753.328125,95400000
2023-07-04,33512.261719,33576.449219,33338.781250,33422.519531,33422.519531,99400000
2023-07-05,33165.058594,33389.218750,33041.140625,33338.699219,33338.699219,95100000
2023-07-06,33058.398438,33079.449219,32637.720703,32773.019531,32773.019531,100600000
2023-07-07,32450.640625,32730.250000,32327.900391,32388.419922,32388.419922,105100000
2023-07-10,32393.460938,32558.980469,32065.630859,32189.730469,32189.730469,101200000
2023-07-11,32434.669922,32468.699219,32084.419922,32203.570313,32203.570313,87200000
2023-07-12,32280.050781,32312.029297,31791.710938,31943.929688,31943.929688,88400000
2023-07-13,32106.050781,32484.400391,31952.980469,32419.330078,32419.330078,77800000
2023-07-14,32587.900391,32780.628906,32225.369141,32391.259766,32391.259766,90300000
2023-07-18,32457.179688,32714.589844,32338.300781,32493.890625,32493.890625,81100000
2023-07-19,32812.359375,32896.031250,32671.029297,32896.031250,32896.031250,81900000
2023-07-20,32803.351563,32861.019531,32462.859375,32490.519531,32490.519531,75600000
2023-07-21,32336.859375,32462.439453,32080.949219,32304.250000,32304.250000,79400000
2023-07-24,32648.140625,32793.769531,32554.460938,32700.939453,32700.939453,83500000
2023-07-25,32705.390625,32715.560547,32509.939453,32682.509766,32682.509766,101000000
2023-07-26,32704.960938,32724.250000,32488.519531,32668.339844,32668.339844,85200000
2023-07-27,32523.689453,32938.589844,32503.689453,32891.160156,32891.160156,90900000
2023-07-28,32444.419922,32846.968750,32037.550781,32759.230469,32759.230469,170500000
2023-07-31,33128.828125,33402.078125,33025.929688,33172.218750,33172.218750,134300000
2023-08-01,33292.308594,33488.769531,33203.878906,33476.578125,33476.578125,110800000
2023-08-02,33123.121094,33158.578125,32628.289063,32707.689453,32707.689453,124200000
2023-08-03,32375.849609,32467.060547,32142.250000,32159.279297,32159.279297,120300000
2023-08-04,32019.060547,32294.699219,31934.349609,32192.750000,32192.750000,106600000
2023-08-07,31921.279297,32306.869141,31830.230469,32254.560547,32254.560547,94100000
2023-08-08,32430.609375,32539.880859,32238.589844,32377.289063,32377.289063,91800000
2023-08-09,32346.320313,32407.849609,32175.640625,32204.330078,32204.330078,104500000
2023-08-10,32015.960938,32504.849609,32015.960938,32473.650391,32473.650391,108000000
2023-08-14,32456.720703,32613.990234,32031.539063,32059.910156,32059.910156,95600000
2023-08-15,32372.529297,32403.929688,32217.519531,32238.890625,32238.890625,75100000
2023-08-16,31965.580078,31997.279297,31766.820313,31766.820313,31766.820313,84800000
2023-08-17,31621.980469,31704.080078,31309.679688,31626.000000,31626.000000,87700000
2023-08-18,31321.259766,31644.890625,31275.250000,31450.759766,31450.759766,74800000
2023-08-21,31552.849609,31758.699219,31409.859375,31565.640625,31565.640625,69500000
2023-08-22,31792.599609,31906.099609,31693.759766,31856.710938,31856.710938,70200000
2023-08-23,31717.910156,32039.599609,31717.910156,32010.259766,32010.259766,65100000
2023-08-24,32130.519531,32297.910156,32063.140625,32287.210938,32287.210938,73400000
2023-08-25,31840.910156,31885.529297,31572.060547,31624.279297,31624.279297,65700000
2023-08-28,31915.679688,32205.480469,31881.929688,32169.990234,32169.990234,69900000
2023-08-29,32280.570313,32389.119141,32186.570313,32226.970703,32226.970703,77500000
2023-08-30,32432.949219,32557.449219,32300.560547,32333.460938,32333.460938,89100000
2023-08-31,32361.019531,32692.759766,32359.150391,32619.339844,32619.339844,114600000
2023-09-01,32521.150391,32845.460938,32499.439453,32710.619141,32710.619141,88400000
2023-09-04,32797.320313,32939.179688,32714.939453,32939.179688,32939.179688,89600000
2023-09-05,32941.410156,33036.761719,32784.320313,33036.761719,33036.761719,91300000
2023-09-06,33115.058594,33282.148438,33088.218750,33241.019531,33241.019531,94200000
2023-09-07,33118.550781,33322.449219,32986.351563,32991.078125,32991.078125,100200000
2023-09-08,32916.250000,32920.429688,32512.800781,32606.839844,32606.839844,114100000
2023-09-11,32690.539063,32746.140625,32391.689453,32467.759766,32467.759766,84200000
2023-09-12,32629.160156,32799.691406,32486.480469,32776.371094,32776.371094,94000000
2023-09-13,32742.289063,32872.441406,32616.650391,32706.519531,32706.519531,98100000
2023-09-14,32925.539063,33244.449219,32851.238281,33168.101563,33168.101563,112100000
2023-09-15,33428.441406,33634.308594,33391.460938,33533.089844,33533.089844,166600000
2023-09-19,33296.230469,33337.230469,33128.859375,33242.589844,33242.589844,117200000
2023-09-20,33261.351563,33267.140625,32988.648438,33023.781250,33023.781250,113500000
2023-09-21,32865.558594,32939.890625,32550.650391,32571.029297,32571.029297,107900000
2023-09-22,32189.320313,32535.669922,32154.529297,32402.410156,32402.410156,109800000
2023-09-25,32517.259766,32722.220703,32388.279297,32678.619141,32678.619141,82100000
2023-09-26,32640.050781,32643.410156,32315.050781,32315.050781,32315.050781,86500000
2023-09-27,32023.369141,32371.900391,31960.320313,32371.900391,32371.900391,105600000
2023-09-28,32119.369141,32164.449219,31674.419922,31872.519531,31872.519531,115900000
2023-09-29,32018.640625,32027.460938,31717.740234,31857.619141,31857.619141,132000000
2023-10-02,32101.970703,32401.580078,31759.880859,31759.880859,31759.880859,103100000
2023-10-03,31607.970703,31607.970703,31157.400391,31237.939453,31237.939453,109600000
2023-10-04,30765.029297,30830.849609,30487.669922,30526.880859,30526.880859,137200000
2023-10-05,30733.650391,31083.900391,30565.320313,31075.359375,31075.359375,114200000
2023-10-06,31003.949219,31160.449219,30928.160156,30994.669922,30994.669922,94600000
2023-10-10,31314.669922,31818.259766,31314.669922,31746.529297,31746.529297,101000000
2023-10-11,31847.099609,32037.070313,31804.089844,31936.509766,31936.509766,89500000
2023-10-12,32120.939453,32494.660156,32120.939453,32494.660156,32494.660156,100600000
2023-10-13,32328.390625,32533.080078,32249.029297,32315.990234,32315.990234,91500000
2023-10-16,31983.039063,31999.789063,31564.310547,31659.029297,31659.029297,84500000
2023-10-17,32063.789063,32260.769531,31901.390625,32040.289063,32040.289063,75600000
2023-10-18,32033.810547,32101.470703,31866.949219,32042.250000,32042.250000,83200000
2023-10-19,31579.539063,31669.419922,31399.169922,31430.619141,31430.619141,80700000
2023-10-20,31164.890625,31428.970703,31093.900391,31259.359375,31259.359375,84500000
2023-10-23,31151.980469,31177.410156,30974.259766,30999.550781,30999.550781,73500000
2023-10-24,31157.009766,31210.259766,30551.669922,31062.349609,31062.349609,97900000
2023-10-25,31302.509766,31466.919922,31195.580078,31269.919922,31269.919922,78700000
2023-10-26,30902.919922,30943.330078,30567.609375,30601.779297,30601.779297,85600000
2023-10-27,30713.789063,31081.480469,30687.330078,30991.689453,30991.689453,89100000
2023-10-30,30663.480469,30762.500000,30538.289063,30696.960938,30696.960938,187000000
2023-10-31,30694.960938,30973.660156,30552.650391,30858.849609,30858.849609,134300000
2023-11-01,31311.220703,31601.650391,31301.509766,31601.650391,31601.650391,130100000
2023-11-02,31987.019531,32087.130859,31878.359375,31949.890625,31949.890625,121100000
2023-11-06,32450.820313,32766.539063,32395.500000,32708.480469,32708.480469,139400000
2023-11-07,32551.769531,32591.109375,32250.929688,32271.820313,32271.820313,106700000
2023-11-08,32457.230469,32512.169922,32049.339844,32166.480469,32166.480469,156200000
2023-11-09,32316.390625,32723.710938,32193.199219,32646.460938,32646.460938,115500000
2023-11-10,32491.240234,32598.929688,32248.240234,32568.109375,32568.109375,111300000
2023-11-13,32818.148438,32913.308594,32499.279297,32585.109375,32585.109375,90600000
2023-11-14,32760.509766,32836.269531,32667.400391,32695.929688,32695.929688,88100000
2023-11-15,33112.308594,33556.519531,33096.929688,33519.699219,33519.699219,123800000
2023-11-16,33399.589844,33614.128906,33233.839844,33424.410156,33424.410156,94200000
2023-11-17,33344.851563,33599.628906,33263.671875,33585.199219,33585.199219,93200000
2023-11-20,33559.621094,33853.460938,33352.691406,33388.031250,33388.031250,94900000
2023-11-21,33453.148438,33460.320313,33254.730469,33354.140625,33354.140625,91900000
2023-11-22,33182.988281,33593.500000,33182.988281,33451.828125,33451.828125,75600000
2023-11-24,33752.050781,33817.859375,33622.570313,33625.531250,33625.531250,80700000
2023-11-27,33710.031250,33811.410156,33397.039063,33447.671875,33447.671875,82700000
2023-11-28,33520.390625,33545.851563,33298.039063,33408.390625,33408.390625,84100000
2023-11-29,33244.429688,33516.230469,33179.070313,33321.218750,33321.218750,89200000
2023-11-30,33260.140625,33486.890625,33161.070313,33486.890625,33486.890625,152200000
2023-12-01,33537.441406,33551.570313,33397.421875,33431.511719,33431.511719,87600000
2023-12-04,33318.070313,33324.378906,33023.039063,33231.269531,33231.269531,87300000
2023-12-05,33022.378906,33089.820313,32726.679688,32775.820313,32775.820313,86100000
2023-12-06,32928.921875,33452.128906,32914.089844,33445.898438,33445.898438,91200000
2023-12-07,33165.718750,33195.871094,32814.691406,32858.308594,32858.308594,105100000
2023-12-08,32600.470703,32604.349609,32205.380859,32307.859375,32307.859375,144200000
2023-12-11,32665.089844,32933.078125,32650.099609,32791.800781,32791.800781,105800000
2023-12-12,33107.648438,33172.128906,32800.238281,32843.699219,32843.699219,98100000
2023-12-13,32973.468750,33104.468750,32864.378906,32926.351563,32926.351563,100000000
2023-12-14,33032.300781,33120.550781,32515.039063,32686.250000,32686.250000,133400000
2023-12-15,32760.560547,33122.328125,32732.660156,32970.550781,32970.550781,141100000
2023-12-18,32769.230469,32790.578125,32541.230469,32758.980469,32758.980469,106900000
2023-12-19,32774.210938,33219.390625,32654.429688,33219.390625,33219.390625,106300000
2023-12-20,33467.320313,33824.058594,33467.320313,33675.941406,33675.941406,118000000
2023-12-21,33276.808594,33337.839844,33097.789063,33140.468750,33140.468750,95600000
2023-12-22,33257.949219,33375.191406,33151.699219,33169.050781,33169.050781,89400000
2023-12-25,33414.511719,33414.511719,33221.570313,33254.031250,33254.031250,58900000
2023-12-26,33295.679688,33312.261719,33181.359375,33305.851563,33305.851563,68300000
2023-12-27,33532.968750,33755.750000,33521.519531,33681.238281,33681.238281,93700000
2023-12-28,33477.468750,33571.730469,33411.238281,33539.621094,33539.621094,73300000
2023-12-29,33458.640625,33652.710938,33305.171875,33464.171875,33464.171875,89000000
2024-01-04,33193.050781,33299.390625,32693.179688,33288.289063,33288.289063,117300000
2024-01-05,33397.519531,33568.039063,33257.429688,33377.421875,33377.421875,115300000
2024-01-09,33704.828125,33990.281250,33600.320313,33763.179688,33763.179688,112100000
2024-01-10,33896.328125,34539.019531,33885.738281,34441.718750,34441.718750,106000000
2024-01-11,34871.328125,35157.558594,34849.570313,35049.859375,35049.859375,130100000
2024-01-12,35601.648438,35839.648438,35362.238281,35577.109375,35577.109375,129200000
2024-01-15,35634.121094,36008.230469,35544.320313,35901.789063,35901.789063,105700000
2024-01-16,35909.199219,35955.679688,35587.531250,35619.179688,35619.179688,103400000
2024-01-17,35850.179688,36239.218750,35476.519531,35477.750000,35477.750000,139500000
2024-01-18,35371.250000,35728.089844,35371.250000,35466.171875,35466.171875,100300000
2024-01-19,35913.718750,36076.230469,35790.070313,35963.269531,35963.269531,104100000
2024-01-22,36294.101563,36571.800781,36225.910156,36546.949219,36546.949219,100000000
2024-01-23,36605.300781,36984.511719,36436.070313,36517.570313,36517.570313,111500000
2024-01-24,36415.660156,36471.390625,36104.890625,36226.480469,36226.480469,108600000
2024-01-25,36213.140625,36312.359375,35912.539063,36236.468750,36236.468750,94600000
2024-01-26,36003.000000,36060.398438,35687.578125,35751.070313,35751.070313,109600000
2024-01-29,35814.289063,36186.871094,35813.769531,36026.941406,36026.941406,95500000
2024-01-30,36196.640625,36249.031250,36039.308594,36065.859375,36065.859375,87900000
2024-01-31,35747.890625,36292.531250,35704.578125,36286.710938,36286.710938,111100000
2024-02-01,36008.558594,36146.359375,35924.601563,36011.460938,36011.460938,118100000
2024-02-02,36249.988281,36441.089844,36083.609375,36158.019531,36158.019531,114800000
